7.593134438565429356e+00,6.755824690137350874e-01,1.107208401088209060e+00,5.874261674093215646e+00,5.839191725616117878e+00,3.472072014252236993e+00
4.100500198033642185e+00,2.618500963566737116e+00,2.146584283602394283e+00,1.510769577366107175e+00,8.062140490143532290e-01,1.758166647549383566e+00
5.052605395506734709e+00,2.567877688183020993e-02,2.896444329623400371e+00,4.027058641731996735e-02,5.518394350500729573e+00,1.273441559540699375e+00
1.568828149485558487e+00,3.030627432561172174e+00,1.298035026563485017e+00,5.067591654403487134e+00,2.940993461312264134e+00,9.788422246396044635e-01
5.404031382848176968e+00,3.125451645026961156e+00,4.627190362727194639e+00,1.240979496626257061e+00,3.879932285088060873e+00,1.742735371210301976e+00
3.086375774415886841e+00,1.735559369114827444e+00,2.595265078195739594e+00,5.073591554818515093e+00,2.424643469504089932e+00,3.300150219033580079e+00
2.613658224847486444e+00,2.133331699409074300e+00,5.084360951156829955e+00,2.269638544514753331e+00,3.574699039995325567e+00,3.181555348263181315e+00
6.239454943563606193e+00,8.158448459743863346e-01,1.790053432190455318e+00,4.941977354881554874e-01,5.831540469696324003e+00,1.737854034737800424e+00
7.265598357565020926e+00,2.537747800727752523e+00,4.172814513170842510e+00,2.617894260872414947e+00,4.668759641911522706e+00,2.583687684804404139e+00
3.599245101538215419e+00,2.869267054365444825e+00,5.933905542382763798e+00,6.775589127655479160e-02,1.151040944998681370e+00,3.069033102833163440e+00
2.266337690187092857e+00,2.767708231583321243e+00,6.042827152544719027e+00,5.634602282287180408e+00,3.699293739673465975e+00,2.565319321753785076e+00
1.687212066516391662e+00,2.515629959026648876e+00,3.708037776264026864e+00,1.153663749147526341e+00,5.818244157571104580e+00,3.026488229591822954e+00
2.827322285526287615e+00,5.632427581890748769e-01,3.325023811443563737e+00,6.189925809273814750e+00,3.483004480123409685e+00,2.915316618723255981e+00
4.042716942539123615e+00,2.944404081171047238e+00,5.255720246647703320e+00,7.910959528017476039e-01,5.947446325850616056e+00,5.007920475606052468e-01
7.361196858219818395e+00,4.817252272167539262e-01,4.327628903379112657e+00,1.008761222628689502e+00,5.253647634403279199e+00,3.405481288123366479e+00
1.928725499638282326e+00,1.541350827906353027e+00,1.144420072441939329e+00,1.765227151296432373e+00,6.124374885141474323e+00,3.701379873059535530e+00
6.471569550917052993e+00,2.321621144562001637e-01,9.009182450077209969e-01,5.167923728258798199e+00,1.362805354981305062e+00,5.877686657475519105e+00
5.648526266990563371e+00,4.560426069443344610e-01,5.376345681986954617e+00,1.311845075528903504e+00,2.972153851354120579e+00,6.177684806546105634e+00
2.523563834781107573e+00,4.071717612070736569e-01,3.343284873885111086e+00,4.179893116483949456e+00,3.963606304760143750e+00,5.406839533701035982e+00
4.212668766202577686e+00,2.569722856828748347e-01,4.148369624052179461e+00,1.012035590206334712e+00,4.892618267311441116e+00,3.839619292187918198e+00
7.508280703616893703e+00,1.490864078290317085e+00,3.646227074583299643e+00,1.184723836373948513e+00,4.919092690348824348e+00,5.524240767567585308e-01
4.160933401596945913e+00,2.305906474197970457e+00,4.614013183124369283e-02,5.981270110131037043e+00,2.366415044649023525e+00,2.273361046064557023e+00
4.239638358223000836e+00,2.838425186219835084e+00,5.382552267564999049e+00,4.205138708056994190e+00,2.431340749551235358e+00,2.358074547845236957e-01
5.284024337508721914e+00,1.430298486679652648e+00,1.422397683441764649e+00,2.992598168671023906e+00,4.780005310506994398e+00,5.742025679737074562e+00
2.939023275939227631e+00,2.755920984912791472e+00,4.269301971021255859e+00,3.294104200508253921e+00,5.337701010457012174e+00,2.515098829340638442e+00
3.095503124460867728e+00,1.381510095726145693e+00,3.986738208918669368e+00,3.472063150282958865e+00,5.277039044085402031e-01,3.399536108831722636e+00
7.999603448750209012e+00,5.282116807801694458e-01,1.163050030276701063e+00,4.824900695489141356e+00,4.353000286243418060e+00,1.210008458165962475e+00
2.489459128354522655e+00,1.555372549866336218e+00,5.696411919254689593e+00,1.146331567871780921e+00,1.679749390012298615e+00,4.236862923759604271e+00
5.043126680722301636e+00,2.413339126928035205e-01,3.933046712773195619e+00,6.330194504087640617e-01,4.782214304986603937e-01,4.917958640275159610e+00
5.349322392575409424e+00,8.363315902504241395e-01,4.960616088082307584e+00,2.369220604236152994e+00,1.791417503432640945e+00,2.700605891421225646e+00
2.913386042562907008e+00,1.978003290281250326e+00,2.438401313718369323e+00,4.640773760169225604e+00,1.757691918354716165e+00,5.896266538962773751e+00
7.762879414815502699e+00,1.782777854237943327e+00,1.158726516577627486e+00,3.732525180887758864e+00,4.783256463267708369e+00,2.269506444022156622e+00
5.821861091230333685e+00,7.761248807382852277e-01,3.751645661086347783e+00,8.615648563382419800e-01,4.844769500042218624e+00,3.807750214062407323e+00
3.929393861893075268e+00,1.630067028666951634e+00,4.846584546571367724e+00,3.285270359820684050e+00,5.139803845206984079e+00,4.325181493444821834e-01
5.243511686283834905e+00,4.306822045394254617e-01,5.737841388917551022e+00,5.953369161637375839e+00,2.187487498119295548e+00,3.294241088011745866e+00
2.693986861786298537e+00,2.653946191517140285e+00,3.593145445474767996e+00,5.793709120572296811e+00,4.042732907304687373e+00,9.143261974835230343e-02
