-5.276594000000000051e+02,-1.442830000000000013e+01,-1.566479999999999961e+01,6.890670000000000073e+01,4.359920000000000329e+01,6.791699999999999626e+00,-1.675999999999999990e-01,1.807199999999999918e+00,-4.329999999999999821e-02,-1.388651999999999873e+02,-1.831555999999999926e+02,-5.237499999999999822e+00,2.819999999999999840e+00,-1.782100000000000017e+00,1.209899999999999975e+00
-2.299430000000000121e+02,-1.365119999999999933e+01,-1.588640000000000008e+01,-7.461700000000000443e+00,1.319870000000000054e+01,-3.637599999999999945e+00,-2.038000000000000089e-01,1.636600000000000055e+00,1.098999999999999977e-01,-2.882130000000000081e+01,-4.369140000000000157e+01,-5.167699999999999960e+00,5.960999999999999632e-01,2.267100000000000115e+00,-5.059999999999999915e-02
-8.033051000000000386e+02,-1.472100000000000009e+01,-1.594410000000000061e+01,6.670690000000000452e+01,-7.039100000000000357e+00,3.065100000000000158e+00,-1.638999999999999901e-01,-4.909000000000000030e-01,3.810000000000000192e-02,-1.283470000000000084e+02,-1.512190999999999974e+02,-4.831199999999999939e+00,8.074000000000000066e-01,-4.295099999999999696e+00,1.550599999999999978e+00
-1.359738999999999862e+02,-2.211449999999999960e+01,-2.497530000000000072e+01,-4.300699999999999967e+00,3.421000000000000152e-01,-2.949399999999999800e+00,3.128000000000000225e-01,-5.506999999999999673e-01,1.691000000000000003e-01,-2.243410000000000082e+01,-2.327860000000000085e+01,-7.640500000000000291e+00,-1.716999999999999915e-01,3.842999999999999750e-01,-9.775000000000000355e-01
-1.192958800000000110e+03,-1.429780000000000051e+01,-1.589010000000000034e+01,-7.833410000000000650e+01,1.082269000000000005e+02,-8.542500000000000426e+00,-1.492999999999999883e-01,3.731300000000000061e+00,1.272999999999999965e-01,-1.492566999999999950e+02,-1.986987000000000023e+02,-5.103500000000000369e+00,3.966299999999999937e+00,3.476399999999999935e+00,2.399999999999999790e-03
-8.312947000000000344e+02,-1.490320000000000000e+01,-1.546020000000000039e+01,-2.093489999999999895e+01,-3.718500000000000227e+01,1.849999999999999908e-02,1.105000000000000010e-01,-4.182199999999999918e+00,-2.114999999999999936e-01,-1.163435999999999950e+02,-1.336114000000000033e+02,-4.745400000000000063e+00,-4.997200000000000308e+00,-5.067000000000000393e-01,9.668999999999999817e-01
-1.241073999999999984e+02,-1.438949999999999996e+01,-1.590949999999999953e+01,-6.742399999999999949e+00,6.655000000000000249e+00,-3.362299999999999844e+00,-2.310999999999999999e-01,2.178700000000000081e+00,4.210999999999999743e-01,-1.745090000000000074e+01,-2.188240000000000052e+01,-4.899799999999999933e+00,7.860000000000000320e-02,2.038499999999999979e+00,-1.020000000000000073e-02
-5.821653999999999769e+02,-1.404809999999999981e+01,-1.598530000000000051e+01,-1.037049999999999983e+01,6.287500000000000000e+01,-4.095299999999999940e+00,-8.200000000000000344e-02,3.737999999999999989e+00,1.618999999999999884e-01,-8.315930000000000177e+01,-1.013207000000000022e+02,-5.111200000000000188e+00,1.126600000000000046e+00,2.940199999999999925e+00,1.471000000000000085e-01
-3.235570999999999913e+02,-1.349670000000000059e+01,-1.592810000000000059e+01,1.879699999999999926e+00,-1.349310000000000009e+01,8.536000000000000254e-01,-1.319999999999999993e-02,-2.108900000000000219e+00,-6.279999999999999472e-02,-3.668399999999999750e+01,-5.019800000000000040e+01,-4.865700000000000358e+00,-3.379999999999999671e-02,-2.859900000000000109e+00,1.678000000000000047e-01
-4.516965000000000146e+02,-1.434249999999999936e+01,-1.509750000000000014e+01,4.955420000000000158e+01,-2.243469999999999942e+01,8.336399999999999366e+00,-1.985000000000000098e-01,-4.454699999999999882e+00,5.070999999999999952e-01,-9.395159999999999911e+01,-1.164282000000000039e+02,-5.105699999999999683e+00,5.578999999999999515e-01,-1.429200000000000026e+00,-4.359999999999999987e-01
-1.063688999999999965e+02,-1.440709999999999980e+01,-1.545509999999999984e+01,-1.323600000000000110e+00,6.958800000000000097e+00,1.337499999999999911e+00,2.321000000000000008e-01,2.456399999999999917e+00,-4.099999999999999756e-01,-2.235889999999999844e+01,-2.323410000000000153e+01,-5.187299999999999578e+00,-8.340999999999999526e-01,9.724000000000000421e-01,-5.786000000000000032e-01
-1.633040000000000020e+02,-1.375459999999999994e+01,-1.533530000000000015e+01,8.239599999999999369e+00,5.981999999999999540e-01,4.462500000000000355e+00,1.619999999999999912e-02,3.355000000000000204e-01,-8.680000000000000215e-02,-2.284059999999999846e+01,-2.704739999999999966e+01,-5.060599999999999987e+00,1.640000000000000138e-02,1.118999999999999995e-01,5.161999999999999922e-01
-4.303557999999999879e+02,-1.383639999999999937e+01,-1.515380000000000038e+01,-1.108779999999999966e+01,-2.447019999999999840e+01,-3.856700000000000017e+00,1.295000000000000040e-01,-3.935200000000000031e+00,-4.753000000000000003e-01,-6.340749999999999886e+01,-8.815460000000000207e+01,-5.258700000000000152e+00,1.155000000000000054e-01,-3.869999999999999829e-02,1.201100000000000056e+00
-6.797449000000000296e+02,-1.477330000000000076e+01,-1.575179999999999936e+01,-1.221334999999999980e+02,-5.770819999999999794e+01,-6.439899999999999736e+00,-7.220000000000000029e-02,-1.666900000000000048e+00,-3.939999999999999752e-02,-1.442821999999999889e+02,-2.090846999999999980e+02,-5.322700000000000209e+00,-3.421300000000000008e+00,-2.184699999999999864e+00,-7.304000000000000492e-01
-5.576375000000000455e+02,-1.397630000000000017e+01,-1.584590000000000032e+01,2.092499999999999805e+00,5.418299999999999983e+01,-9.043999999999999817e-01,1.958999999999999908e-01,3.547299999999999898e+00,-1.695000000000000118e-01,-7.975480000000000302e+01,-9.696810000000000684e+01,-5.153999999999999915e+00,9.893999999999999462e-01,1.674500000000000099e+00,-6.025000000000000355e-01
9.000000000000000000e+00,9.000000000000000000e+00,9.000000000000000000e+00,9.000000000000000000e+00,9.000000000000000000e+00,9.000000000000000000e+00,9.000000000000000000e+00,9.000000000000000000e+00,9.000000000000000000e+00,9.000000000000000000e+00,9.000000000000000000e+00,9.000000000000000000e+00,9.000000000000000000e+00,9.000000000000000000e+00,9.000000000000000000e+00
-1.899179000000000030e+02,-2.970050000000000168e+01,-2.437790000000000035e+01,-5.318399999999999572e+00,-9.484000000000000208e-01,-3.034299999999999997e+00,3.919000000000000261e-01,-6.457000000000000517e-01,1.978999999999999926e-01,-3.102100000000000080e+01,-3.063560000000000016e+01,-8.841100000000000847e+00,8.859999999999999820e-02,-2.923999999999999932e-01,-1.028699999999999948e+00
-1.101443000000000012e+02,-1.458150000000000013e+01,-1.587379999999999924e+01,7.073400000000000354e+00,-4.980000000000000426e+00,2.343999999999999861e+00,9.799999999999999684e-03,-1.259900000000000020e+00,-1.269999999999999948e-02,-1.574220000000000041e+01,-2.353359999999999985e+01,-5.153699999999999726e+00,2.723999999999999755e-01,-1.511100000000000110e+00,4.243000000000000105e-01
